STATION,NAME,DLY-TAVG-NORMAL,DLY-TMAX-NORMAL,DLY-TMIN-NORMAL,DLY-DUTR-NORMAL,DLY-TAVG-STDDEV,DLY-TMAX-STDDEV,DLY-TMIN-STDDEV,DLY-DUTR-STDDEV,DLY-PRCP-PCTALL-GE010HI,DLY-PRCP-PCTALL-GE025HI,DLY-PRCP-PCTALL-GE050HI,Target_Temperature,Rain_Tomorrow
USW00012882,"MIAMI OPA LOCKA AP, FL US",20.8,25.7,15.9,-8.0,-14.4,-14.7,-13.6,-15.1,11.4,8.4,6.0,20.9,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",20.9,25.8,16.0,-8.1,-14.3,-14.7,-13.6,-15.1,11.4,8.4,5.9,20.9,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",20.9,25.8,16.1,-8.1,-14.3,-14.7,-13.6,-15.2,11.3,8.3,5.9,21.1,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",21.1,25.9,16.2,-8.1,-14.3,-14.7,-13.6,-15.2,11.3,8.2,5.8,21.1,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",21.1,25.9,16.3,-8.1,-14.3,-14.7,-13.6,-15.2,11.3,8.1,5.7,21.2,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",21.2,26.0,16.3,-8.1,-14.3,-14.7,-13.6,-15.2,11.3,8.0,5.6,21.3,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",21.3,26.1,16.4,-8.1,-14.3,-14.6,-13.6,-15.2,11.2,7.9,5.6,21.3,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",21.3,26.2,16.5,-8.1,-14.3,-14.6,-13.7,-15.2,11.1,7.8,5.5,21.4,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",21.4,26.2,16.6,-8.1,-14.3,-14.6,-13.7,-15.2,11.1,7.7,5.4,21.4,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",21.4,26.3,16.7,-8.2,-14.3,-14.6,-13.6,-15.2,10.9,7.5,5.2,21.5,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",21.5,26.3,16.7,-8.2,-14.3,-14.6,-13.6,-15.2,10.9,7.3,5.1,21.6,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",21.6,26.4,16.8,-8.2,-14.3,-14.6,-13.6,-15.2,10.7,7.1,4.9,21.6,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",21.6,26.4,16.8,-8.2,-14.3,-14.6,-13.6,-15.2,10.6,7.0,4.8,21.7,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",21.7,26.5,16.9,-8.2,-14.3,-14.6,-13.6,-15.2,10.5,6.8,4.6,21.7,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",21.7,26.5,16.9,-8.2,-14.3,-14.6,-13.6,-15.2,10.4,6.6,4.4,21.8,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",21.8,26.6,16.9,-8.2,-14.3,-14.6,-13.6,-15.2,10.3,6.4,4.3,21.8,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",21.8,26.6,17.0,-8.2,-14.3,-14.7,-13.6,-15.2,10.2,6.3,4.2,21.8,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",21.8,26.6,17.1,-8.2,-14.3,-14.7,-13.7,-15.2,10.1,6.2,4.1,21.9,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",21.9,26.7,17.1,-8.2,-14.4,-14.7,-13.7,-15.2,10.1,6.1,4.0,21.9,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",21.9,26.7,17.1,-8.2,-14.4,-14.7,-13.7,-15.2,10.0,6.0,3.8,21.9,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",21.9,26.7,17.1,-8.2,-14.4,-14.8,-13.7,-15.2,10.0,5.9,3.7,21.9,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",21.9,26.7,17.2,-8.2,-14.4,-14.8,-13.7,-15.2,9.9,5.8,3.6,21.9,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",21.9,26.8,17.2,-8.2,-14.5,-14.8,-13.8,-15.2,9.8,5.7,3.5,22.0,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",22.0,26.8,17.2,-8.2,-14.5,-14.8,-13.8,-15.2,9.7,5.6,3.4,22.0,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",22.0,26.8,17.2,-8.2,-14.6,-14.9,-13.8,-15.2,9.7,5.6,3.3,22.0,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",22.0,26.8,17.2,-8.2,-14.6,-14.9,-13.8,-15.2,9.6,5.5,3.2,22.1,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",22.1,26.8,17.2,-8.2,-14.6,-14.9,-13.9,-15.2,9.6,5.5,3.2,22.1,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",22.1,26.9,17.2,-8.2,-14.6,-14.9,-13.9,-15.2,9.6,5.5,3.1,22.1,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",22.1,26.9,17.3,-8.2,-14.7,-15.0,-13.9,-15.2,9.6,5.5,3.1,22.1,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",22.1,26.9,17.3,-8.2,-14.7,-15.0,-13.9,-15.2,9.6,5.5,3.0,22.1,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",22.1,26.9,17.3,-8.1,-14.7,-15.0,-14.0,-15.2,9.6,5.5,3.0,22.1,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",22.1,26.9,17.3,-8.1,-14.7,-15.1,-14.0,-15.2,9.6,5.5,3.0,22.2,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",22.2,27.0,17.3,-8.1,-14.8,-15.1,-14.1,-15.2,9.6,5.6,3.0,22.2,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",22.2,27.0,17.3,-8.1,-14.8,-15.1,-14.1,-15.2,9.7,5.7,3.0,22.2,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",22.2,27.1,17.4,-8.1,-14.8,-15.1,-14.1,-15.2,9.8,5.7,3.0,22.2,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",22.2,27.1,17.4,-8.1,-14.8,-15.1,-14.1,-15.3,9.9,5.8,2.9,22.3,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",22.3,27.1,17.4,-8.1,-14.9,-15.2,-14.2,-15.3,10.0,5.9,2.9,22.3,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",22.3,27.1,17.4,-8.1,-14.9,-15.2,-14.2,-15.3,10.1,6.0,3.0,22.3,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",22.3,27.2,17.5,-8.1,-14.9,-15.2,-14.2,-15.3,10.2,6.1,3.0,22.4,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",22.4,27.2,17.6,-8.1,-14.9,-15.2,-14.2,-15.3,10.4,6.2,3.0,22.4,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",22.4,27.3,17.6,-8.1,-14.9,-15.2,-14.3,-15.3,10.5,6.3,3.1,22.5,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",22.5,27.3,17.7,-8.1,-15.0,-15.2,-14.3,-15.3,10.7,6.5,3.2,22.6,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",22.6,27.4,17.7,-8.1,-15.0,-15.3,-14.3,-15.3,10.9,6.6,3.3,22.6,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",22.6,27.4,17.8,-8.1,-15.1,-15.3,-14.4,-15.3,11.0,6.7,3.3,22.7,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",22.7,27.5,17.8,-8.2,-15.1,-15.3,-14.4,-15.3,11.2,6.8,3.4,22.7,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",22.7,27.6,17.9,-8.2,-15.1,-15.3,-14.4,-15.4,11.4,7.0,3.5,22.8,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",22.8,27.6,18.0,-8.2,-15.2,-15.3,-14.5,-15.4,11.5,7.1,3.5,22.9,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",22.9,27.7,18.1,-8.2,-15.2,-15.3,-14.6,-15.4,11.7,7.2,3.6,22.9,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",22.9,27.8,18.2,-8.2,-15.2,-15.4,-14.6,-15.4,11.8,7.3,3.7,23.1,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",23.1,27.8,18.3,-8.2,-15.2,-15.4,-14.6,-15.4,11.9,7.4,3.8,23.1,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",23.1,27.9,18.4,-8.2,-15.2,-15.4,-14.6,-15.4,12.1,7.5,3.9,23.2,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",23.2,28.0,18.5,-8.3,-15.3,-15.4,-14.7,-15.4,12.2,7.5,3.9,23.3,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",23.3,28.1,18.6,-8.3,-15.3,-15.4,-14.7,-15.4,12.3,7.6,4.0,23.4,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",23.4,28.2,18.7,-8.3,-15.3,-15.4,-14.7,-15.4,12.5,7.7,4.1,23.5,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",23.5,28.2,18.8,-8.3,-15.3,-15.4,-14.7,-15.4,12.6,7.7,4.2,23.6,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",23.6,28.3,18.9,-8.4,-15.3,-15.4,-14.7,-15.4,12.7,7.8,4.3,23.7,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",23.7,28.4,19.1,-8.4,-15.3,-15.4,-14.7,-15.4,12.8,8.0,4.4,23.8,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",23.8,28.5,19.2,-8.4,-15.3,-15.4,-14.8,-15.4,13.0,8.1,4.6,23.9,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",23.9,28.6,19.3,-8.4,-15.3,-15.4,-14.8,-15.4,13.2,8.3,4.7,24.1,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",24.1,28.7,19.4,-8.5,-15.4,-15.4,-14.8,-15.4,13.4,8.4,4.9,24.2,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",24.2,28.8,19.5,-8.6,-15.4,-15.5,-14.8,-15.5,13.5,8.5,5.0,24.3,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",24.3,28.9,19.7,-8.6,-15.4,-15.5,-14.8,-15.5,13.7,8.7,5.2,24.3,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",24.3,28.9,19.8,-8.6,-15.4,-15.5,-14.9,-15.5,13.9,8.8,5.3,24.4,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",24.4,29.1,19.9,-8.6,-15.4,-15.6,-14.9,-15.5,14.1,9.0,5.5,24.6,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",24.6,29.1,20.0,-8.7,-15.5,-15.6,-14.9,-15.5,14.2,9.2,5.7,24.7,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",24.7,29.2,20.1,-8.7,-15.5,-15.6,-14.9,-15.5,14.4,9.4,5.9,24.8,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",24.8,29.3,20.2,-8.7,-15.6,-15.6,-15.0,-15.5,14.6,9.5,6.1,24.8,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",24.8,29.4,20.3,-8.8,-15.6,-15.6,-15.0,-15.5,14.7,9.7,6.3,24.9,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",24.9,29.4,20.4,-8.8,-15.6,-15.6,-15.1,-15.6,14.7,9.8,6.4,25.1,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",25.1,29.5,20.6,-8.8,-15.6,-15.6,-15.1,-15.6,14.8,9.9,6.5,25.1,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",25.1,29.6,20.7,-8.9,-15.7,-15.7,-15.1,-15.6,14.9,10.0,6.7,25.2,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",25.2,29.7,20.8,-8.9,-15.7,-15.7,-15.2,-15.6,15.0,10.1,6.8,25.3,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",25.3,29.7,20.9,-8.9,-15.7,-15.7,-15.2,-15.6,15.2,10.3,7.0,25.4,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",25.4,29.8,20.9,-8.9,-15.7,-15.7,-15.2,-15.6,15.3,10.5,7.1,25.4,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",25.4,29.8,21.1,-9.0,-15.7,-15.7,-15.2,-15.6,15.5,10.7,7.3,25.5,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",25.5,29.9,21.1,-9.0,-15.8,-15.7,-15.3,-15.6,15.7,10.8,7.5,25.6,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",25.6,29.9,21.2,-9.1,-15.8,-15.7,-15.3,-15.6,15.9,11.0,7.6,25.6,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",25.6,30.0,21.3,-9.1,-15.8,-15.8,-15.3,-15.6,16.1,11.2,7.8,25.7,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",25.7,30.0,21.3,-9.1,-15.8,-15.8,-15.4,-15.6,16.3,11.5,8.0,25.7,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",25.7,30.1,21.4,-9.1,-15.9,-15.8,-15.4,-15.6,16.6,11.7,8.2,25.8,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",25.8,30.1,21.5,-9.2,-15.9,-15.8,-15.4,-15.7,16.9,12.0,8.4,25.8,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",25.8,30.1,21.6,-9.2,-15.9,-15.8,-15.5,-15.7,17.2,12.2,8.6,25.9,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",25.9,30.2,21.6,-9.2,-15.9,-15.9,-15.5,-15.7,17.5,12.5,8.8,25.9,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",25.9,30.2,21.7,-9.2,-16.0,-15.9,-15.6,-15.7,17.9,12.8,9.0,25.9,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",25.9,30.2,21.7,-9.2,-16.1,-15.9,-15.6,-15.7,18.3,13.1,9.2,26.0,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",26.0,30.3,21.7,-9.3,-16.1,-15.9,-15.6,-15.7,18.7,13.3,9.4,26.1,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",26.1,30.3,21.8,-9.3,-16.1,-15.9,-15.7,-15.7,19.0,13.6,9.6,26.1,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",26.1,30.3,21.8,-9.3,-16.1,-15.9,-15.7,-15.7,19.4,13.8,9.8,26.1,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",26.1,30.3,21.9,-9.3,-16.2,-16.0,-15.8,-15.8,19.7,14.0,10.0,26.1,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",26.1,30.3,21.9,-9.3,-16.2,-16.0,-15.8,-15.8,20.1,14.3,10.2,26.2,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",26.2,30.4,21.9,-9.3,-16.2,-16.0,-15.8,-15.8,20.5,14.5,10.4,26.2,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",26.2,30.4,22.0,-9.3,-16.2,-16.1,-15.9,-15.8,20.9,14.7,10.6,26.2,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",26.2,30.4,22.0,-9.4,-16.3,-16.1,-15.9,-15.8,21.3,14.9,10.7,26.2,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",26.2,30.4,22.1,-9.4,-16.3,-16.1,-15.9,-15.8,21.7,15.1,10.9,26.3,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",26.3,30.4,22.1,-9.4,-16.3,-16.1,-16.0,-15.8,22.2,15.4,11.1,26.3,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",26.3,30.5,22.1,-9.4,-16.3,-16.1,-16.0,-15.8,22.7,15.7,11.4,26.3,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",26.3,30.5,22.2,-9.4,-16.3,-16.1,-16.1,-15.8,23.3,16.0,11.6,26.4,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",26.4,30.6,22.2,-9.4,-16.4,-16.1,-16.1,-15.9,23.9,16.4,11.9,26.4,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",26.4,30.6,22.3,-9.4,-16.4,-16.1,-16.1,-15.9,24.5,16.8,12.3,26.4,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",26.4,30.6,22.3,-9.5,-16.4,-16.1,-16.2,-15.9,25.1,17.2,12.6,26.5,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",26.5,30.7,22.4,-9.5,-16.4,-16.1,-16.2,-15.9,25.7,17.5,12.8,26.6,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",26.6,30.7,22.4,-9.5,-16.4,-16.1,-16.2,-15.9,26.3,17.9,13.0,26.6,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",26.6,30.7,22.4,-9.5,-16.4,-16.1,-16.2,-15.9,26.8,18.2,13.3,26.7,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",26.7,30.8,22.5,-9.6,-16.4,-16.1,-16.2,-15.9,27.3,18.5,13.5,26.7,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",26.7,30.8,22.6,-9.6,-16.4,-16.1,-16.3,-15.9,27.7,18.8,13.7,26.7,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",26.7,30.8,22.7,-9.6,-16.4,-16.1,-16.3,-15.9,28.2,19.1,13.9,26.8,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",26.8,30.9,22.7,-9.6,-16.5,-16.1,-16.3,-15.9,28.6,19.4,14.1,26.9,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",26.9,30.9,22.8,-9.6,-16.5,-16.1,-16.3,-15.9,29.0,19.7,14.3,26.9,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",26.9,31.0,22.8,-9.6,-16.5,-16.1,-16.3,-15.9,29.5,20.0,14.5,27.0,0
USW00012882,"MIAMI OPA LOCKA AP, FL US",27.0,31.1,22.9,-9.7,-16.5,-16.1,-16.3,-15.9,29.9,20.2,14.7,27.1,1
USW00012882,"MIAMI OPA LOCKA AP, FL US",27.1,31.1,23.0,-9.7,-16.5,-16.1,-16.3,-15.9,30.3,20.5,14.9,27.1,1
USW00012882,"MIAMI OPA LOCKA AP, FL US",27.1,31.2,23.1,-9.7,-16.5,-16.1,-16.4,-15.9,30.7,20.7,15.0,27.2,1
USW00012882,"MIAMI OPA LOCKA AP, FL US",27.2,31.2,23.2,-9.7,-16.5,-16.1,-16.4,-15.9,30.9,20.9,15.2,27.3,1
USW00012882,"MIAMI OPA LOCKA AP, FL US",27.3,31.3,23.2,-9.7,-16.6,-16.1,-16.4,-16.0,31.2,21.1,15.3,27.3,1
USW00012882,"MIAMI OPA LOCKA AP, FL US",27.3,31.4,23.3,-9.7,-16.6,-16.1,-16.4,-16.0,31.5,21.3,15.4,27.4,1
USW00012882,"MIAMI OPA LOCKA AP, FL US",27.4,31.4,23.4,-9.7,-16.6,-16.1,-16.4,-16.0,31.7,21.5,15.5,27.5,1
USW00012882,"MIAMI OPA LOCKA AP, FL US",27.5,31.5,23.5,-9.8,-16.6,-16.1,-16.4,-16.0,32.0,21.8,15.6,27.6,1
USW00012882,"MIAMI OPA LOCKA AP, FL US",27.6,31.6,23.6,-9.8,-16.6,-16.1,-16.4,-16.0,32.3,22.0,15.8,27.7,1
USW00012882,"MIAMI OPA LOCKA AP, FL US",27.7,31.6,23.7,-9.8,-16.6,-16.2,-16.4,-16.1,32.6,22.2,15.9,27.7,1
USW00012882,"MIAMI OPA LOCKA AP, FL US",27.7,31.7,23.7,-9.8,-16.6,-16.2,-16.4,-16.1,32.8,22.4,16.0,27.8,1
USW00012882,"MIAMI OPA LOCKA AP, FL US",27.8,31.8,23.8,-9.8,-16.6,-16.2,-16.4,-16.1,33.1,22.6,16.1,27.9,1
USW00012882,"MIAMI OPA LOCKA AP, FL US",27.9,31.8,23.9,-9.8,-16.6,-16.2,-16.4,-16.1,33.3,22.9,16.3,27.9,1
USW00012882,"MIAMI OPA LOCKA AP, FL US",27.9,31.9,24.0,-9.8,-16.6,-16.2,-16.4,-16.1,33.5,23.1,16.4,28.0,1
USW00012882,"MIAMI OPA LOCKA AP, FL US",28.0,31.9,24.1,-9.9,-16.6,-16.2,-16.4,-16.1,33.7,23.3,16.5,28.1,1
USW00012882,"MIAMI OPA LOCKA AP, FL US",28.1,32.0,24.1,-9.9,-16.6,-16.2,-16.4,-16.1,33.8,23.5,16.6,28.2,1
USW00012882,"MIAMI OPA LOCKA AP, FL US",28.2,32.1,24.2,-9.9,-16.6,-16.2,-16.4,-16.1,33.8,23.6,16.6,28.2,1
USW00012882,"MIAMI OPA LOCKA AP, FL US",28.2,32.2,24.3,-9.9,-16.6,-16.2,-16.4,-16.1,33.9,23.7,16.6,28.3,1
USW00012882,"MIAMI OPA LOCKA AP, FL US",28.3,32.2,24.3,-9.9,-16.6,-16.2,-16.4,-16.1,33.9,23.8,16.6,28.3,1
USW00012882,"MIAMI OPA LOCKA AP, FL US",28.3,32.3,24.4,-9.9,-16.6,-16.2,-16.4,-16.1,33.9,23.8,16.6,28.4,1
