STATION,NAME,DLY-TAVG-NORMAL,DLY-TMAX-NORMAL,DLY-TMIN-NORMAL,DLY-DUTR-NORMAL,DLY-TAVG-STDDEV,DLY-TMAX-STDDEV,DLY-TMIN-STDDEV,DLY-DUTR-STDDEV,DLY-PRCP-PCTALL-GE010HI,DLY-PRCP-PCTALL-GE025HI,DLY-PRCP-PCTALL-GE050HI,Target_Temperature,Rain_Tomorrow
USC00083163,"FT LAUDERDALE, FL US",24.1,28.4,19.7,-9.1,-15.4,-15.3,-14.8,-15.0,16.7,11.5,7.0,24.2,0
USC00083163,"FT LAUDERDALE, FL US",24.2,28.5,19.8,-9.1,-15.5,-15.4,-14.9,-15.0,16.9,11.7,7.1,24.3,0
USC00083163,"FT LAUDERDALE, FL US",24.3,28.6,19.9,-9.1,-15.5,-15.4,-14.9,-15.0,17.0,11.9,7.2,24.4,0
USC00083163,"FT LAUDERDALE, FL US",24.4,28.7,20.1,-9.1,-15.6,-15.4,-14.9,-15.0,17.2,12.1,7.3,24.4,0
USC00083163,"FT LAUDERDALE, FL US",24.4,28.8,20.2,-9.2,-15.6,-15.4,-14.9,-15.0,17.3,12.2,7.3,24.6,0
USC00083163,"FT LAUDERDALE, FL US",24.6,28.8,20.2,-9.2,-15.6,-15.4,-15.0,-15.0,17.5,12.4,7.4,24.6,0
USC00083163,"FT LAUDERDALE, FL US",24.6,28.9,20.3,-9.2,-15.6,-15.4,-15.0,-15.1,17.6,12.6,7.5,24.7,0
USC00083163,"FT LAUDERDALE, FL US",24.7,28.9,20.4,-9.2,-15.7,-15.5,-15.1,-15.1,17.8,12.8,7.6,24.8,0
USC00083163,"FT LAUDERDALE, FL US",24.8,29.0,20.5,-9.3,-15.7,-15.5,-15.1,-15.1,18.0,13.1,7.7,24.8,0
USC00083163,"FT LAUDERDALE, FL US",24.8,29.1,20.6,-9.3,-15.7,-15.5,-15.1,-15.1,18.2,13.3,7.9,24.9,0
USC00083163,"FT LAUDERDALE, FL US",24.9,29.1,20.7,-9.3,-15.7,-15.6,-15.1,-15.1,18.4,13.5,8.0,24.9,0
USC00083163,"FT LAUDERDALE, FL US",24.9,29.2,20.7,-9.3,-15.8,-15.6,-15.1,-15.1,18.7,13.8,8.2,25.0,0
USC00083163,"FT LAUDERDALE, FL US",25.0,29.2,20.8,-9.3,-15.8,-15.6,-15.1,-15.1,18.9,14.0,8.3,25.1,0
USC00083163,"FT LAUDERDALE, FL US",25.1,29.3,20.9,-9.4,-15.8,-15.6,-15.2,-15.1,19.0,14.2,8.4,25.1,0
USC00083163,"FT LAUDERDALE, FL US",25.1,29.3,20.9,-9.4,-15.8,-15.6,-15.2,-15.1,19.2,14.3,8.5,25.2,0
USC00083163,"FT LAUDERDALE, FL US",25.2,29.3,21.0,-9.4,-15.9,-15.7,-15.2,-15.1,19.4,14.5,8.7,25.2,0
USC00083163,"FT LAUDERDALE, FL US",25.2,29.4,21.1,-9.4,-15.9,-15.7,-15.3,-15.1,19.7,14.8,8.8,25.2,0
USC00083163,"FT LAUDERDALE, FL US",25.2,29.4,21.1,-9.4,-15.9,-15.7,-15.3,-15.1,20.0,15.1,9.0,25.3,0
USC00083163,"FT LAUDERDALE, FL US",25.3,29.4,21.1,-9.4,-15.9,-15.7,-15.3,-15.1,20.4,15.4,9.3,25.3,0
USC00083163,"FT LAUDERDALE, FL US",25.3,29.5,21.2,-9.4,-16.0,-15.7,-15.4,-15.1,20.7,15.6,9.5,25.3,0
USC00083163,"FT LAUDERDALE, FL US",25.3,29.5,21.2,-9.4,-16.0,-15.8,-15.4,-15.1,21.1,15.9,9.7,25.4,0
USC00083163,"FT LAUDERDALE, FL US",25.4,29.6,21.2,-9.4,-16.1,-15.8,-15.4,-15.1,21.4,16.1,9.8,25.4,0
USC00083163,"FT LAUDERDALE, FL US",25.4,29.6,21.3,-9.4,-16.1,-15.8,-15.5,-15.2,21.7,16.3,10.0,25.4,0
USC00083163,"FT LAUDERDALE, FL US",25.4,29.6,21.3,-9.5,-16.1,-15.8,-15.5,-15.2,22.0,16.5,10.1,25.4,0
USC00083163,"FT LAUDERDALE, FL US",25.4,29.6,21.3,-9.5,-16.1,-15.8,-15.6,-15.2,22.4,16.7,10.3,25.5,0
USC00083163,"FT LAUDERDALE, FL US",25.5,29.6,21.3,-9.5,-16.2,-15.8,-15.6,-15.2,22.7,17.0,10.5,25.5,0
USC00083163,"FT LAUDERDALE, FL US",25.5,29.7,21.4,-9.5,-16.2,-15.8,-15.7,-15.2,23.0,17.2,10.7,25.6,0
USC00083163,"FT LAUDERDALE, FL US",25.6,29.7,21.4,-9.5,-16.2,-15.8,-15.7,-15.3,23.4,17.4,11.0,25.6,0
USC00083163,"FT LAUDERDALE, FL US",25.6,29.7,21.4,-9.5,-16.2,-15.9,-15.7,-15.3,23.8,17.7,11.2,25.6,0
USC00083163,"FT LAUDERDALE, FL US",25.6,29.7,21.4,-9.5,-16.3,-15.9,-15.8,-15.3,24.3,18.0,11.5,25.7,0
USC00083163,"FT LAUDERDALE, FL US",25.7,29.8,21.5,-9.5,-16.3,-15.9,-15.8,-15.3,24.8,18.3,11.8,25.7,0
USC00083163,"FT LAUDERDALE, FL US",25.7,29.8,21.6,-9.5,-16.3,-15.9,-15.9,-15.3,25.4,18.7,12.2,25.7,0
USC00083163,"FT LAUDERDALE, FL US",25.7,29.8,21.6,-9.5,-16.3,-15.9,-15.9,-15.4,26.0,19.1,12.6,25.8,0
USC00083163,"FT LAUDERDALE, FL US",25.8,29.9,21.6,-9.5,-16.3,-15.9,-15.9,-15.4,26.6,19.5,12.9,25.8,0
USC00083163,"FT LAUDERDALE, FL US",25.8,29.9,21.7,-9.6,-16.4,-15.9,-16.0,-15.4,27.2,19.8,13.3,25.8,0
USC00083163,"FT LAUDERDALE, FL US",25.8,29.9,21.7,-9.6,-16.4,-15.9,-16.0,-15.4,27.7,20.1,13.5,25.9,0
USC00083163,"FT LAUDERDALE, FL US",25.9,30.0,21.8,-9.6,-16.4,-15.9,-16.1,-15.4,28.2,20.5,13.8,25.9,0
USC00083163,"FT LAUDERDALE, FL US",25.9,30.1,21.8,-9.6,-16.4,-15.9,-16.1,-15.5,28.7,20.8,14.0,26.0,0
USC00083163,"FT LAUDERDALE, FL US",26.0,30.1,21.9,-9.6,-16.4,-15.9,-16.1,-15.5,29.1,21.0,14.2,26.1,0
USC00083163,"FT LAUDERDALE, FL US",26.1,30.2,21.9,-9.6,-16.4,-15.9,-16.2,-15.5,29.6,21.3,14.4,26.1,0
USC00083163,"FT LAUDERDALE, FL US",26.1,30.2,22.0,-9.6,-16.4,-15.9,-16.2,-15.6,30.0,21.6,14.6,26.2,1
USC00083163,"FT LAUDERDALE, FL US",26.2,30.3,22.1,-9.6,-16.4,-15.9,-16.2,-15.6,30.6,21.9,14.8,26.2,1
USC00083163,"FT LAUDERDALE, FL US",26.2,30.3,22.2,-9.6,-16.4,-15.9,-16.2,-15.6,31.2,22.2,15.0,26.3,1
USC00083163,"FT LAUDERDALE, FL US",26.3,30.4,22.2,-9.6,-16.4,-15.9,-16.2,-15.6,31.7,22.5,15.2,26.4,1
USC00083163,"FT LAUDERDALE, FL US",26.4,30.4,22.3,-9.7,-16.4,-15.9,-16.3,-15.7,32.2,22.8,15.4,26.4,1
USC00083163,"FT LAUDERDALE, FL US",26.4,30.5,22.4,-9.7,-16.4,-15.9,-16.3,-15.7,32.6,23.0,15.5,26.5,1
USC00083163,"FT LAUDERDALE, FL US",26.5,30.6,22.5,-9.7,-16.5,-15.9,-16.3,-15.7,33.0,23.2,15.6,26.6,1
USC00083163,"FT LAUDERDALE, FL US",26.6,30.7,22.6,-9.7,-16.5,-15.9,-16.3,-15.7,33.3,23.4,15.7,26.7,1
USC00083163,"FT LAUDERDALE, FL US",26.7,30.7,22.7,-9.7,-16.5,-15.9,-16.3,-15.7,33.6,23.5,15.7,26.8,1
USC00083163,"FT LAUDERDALE, FL US",26.8,30.8,22.7,-9.7,-16.5,-15.9,-16.3,-15.7,33.9,23.7,15.7,26.8,1
USC00083163,"FT LAUDERDALE, FL US",26.8,30.8,22.8,-9.8,-16.5,-16.0,-16.4,-15.8,34.3,23.9,15.7,26.9,1
USC00083163,"FT LAUDERDALE, FL US",26.9,30.9,22.9,-9.8,-16.5,-16.0,-16.4,-15.8,34.6,24.1,15.7,27.0,1
USC00083163,"FT LAUDERDALE, FL US",27.0,31.0,23.0,-9.8,-16.5,-16.0,-16.4,-15.8,34.9,24.3,15.8,27.1,1
USC00083163,"FT LAUDERDALE, FL US",27.1,31.1,23.1,-9.8,-16.5,-16.0,-16.4,-15.8,35.3,24.5,15.8,27.2,1
USC00083163,"FT LAUDERDALE, FL US",27.2,31.2,23.2,-9.8,-16.5,-16.1,-16.4,-15.8,35.7,24.7,15.8,27.3,1
USC00083163,"FT LAUDERDALE, FL US",27.3,31.2,23.3,-9.8,-16.6,-16.1,-16.4,-15.8,36.0,24.9,15.9,27.3,1
USC00083163,"FT LAUDERDALE, FL US",27.3,31.3,23.4,-9.9,-16.6,-16.1,-16.4,-15.8,36.4,25.1,15.9,27.4,1
USC00083163,"FT LAUDERDALE, FL US",27.4,31.4,23.4,-9.9,-16.6,-16.1,-16.4,-15.9,36.7,25.3,15.9,27.5,1
USC00083163,"FT LAUDERDALE, FL US",27.5,31.4,23.6,-9.9,-16.6,-16.1,-16.4,-15.9,36.9,25.4,15.8,27.6,1
USC00083163,"FT LAUDERDALE, FL US",27.6,31.5,23.7,-9.9,-16.6,-16.1,-16.4,-15.9,37.2,25.5,15.7,27.7,1
USC00083163,"FT LAUDERDALE, FL US",27.7,31.6,23.7,-9.9,-16.6,-16.1,-16.4,-15.9,37.3,25.6,15.6,27.7,1
USC00083163,"FT LAUDERDALE, FL US",27.7,31.6,23.8,-9.9,-16.6,-16.1,-16.3,-15.9,37.5,25.7,15.5,27.8,1
USC00083163,"FT LAUDERDALE, FL US",27.8,31.7,23.9,-9.9,-16.6,-16.2,-16.3,-15.9,37.6,25.8,15.4,27.8,1
USC00083163,"FT LAUDERDALE, FL US",27.8,31.7,23.9,-10.0,-16.6,-16.2,-16.3,-15.9,37.8,25.9,15.3,27.9,1
USC00083163,"FT LAUDERDALE, FL US",27.9,31.8,24.0,-10.0,-16.6,-16.2,-16.3,-15.9,38.0,26.0,15.3,27.9,1
USC00083163,"FT LAUDERDALE, FL US",27.9,31.8,24.1,-10.0,-16.6,-16.2,-16.3,-15.9,38.2,26.2,15.3,28.0,1
USC00083163,"FT LAUDERDALE, FL US",28.0,31.9,24.1,-10.0,-16.6,-16.2,-16.3,-15.9,38.4,26.3,15.3,28.1,1
USC00083163,"FT LAUDERDALE, FL US",28.1,31.9,24.2,-10.0,-16.6,-16.2,-16.3,-15.9,38.6,26.5,15.4,28.1,1
USC00083163,"FT LAUDERDALE, FL US",28.1,32.0,24.2,-10.0,-16.6,-16.2,-16.3,-15.9,38.9,26.7,15.4,28.2,1
USC00083163,"FT LAUDERDALE, FL US",28.2,32.0,24.3,-10.0,-16.6,-16.3,-16.3,-16.0,39.1,27.0,15.5,28.2,1
USC00083163,"FT LAUDERDALE, FL US",28.2,32.1,24.3,-10.0,-16.6,-16.3,-16.3,-16.0,39.2,27.1,15.5,28.2,1
USC00083163,"FT LAUDERDALE, FL US",28.2,32.1,24.3,-10.0,-16.6,-16.3,-16.3,-16.0,39.3,27.3,15.5,28.2,1
USC00083163,"FT LAUDERDALE, FL US",28.2,32.1,24.4,-10.0,-16.6,-16.3,-16.4,-16.0,39.4,27.4,15.6,28.3,1
USC00083163,"FT LAUDERDALE, FL US",28.3,32.2,24.4,-10.0,-16.6,-16.3,-16.4,-16.0,39.6,27.7,15.6,28.3,1
